name,wer,wer_n,cer,cer_n,transcription,prediction
p343_281,0.0,0.0,6.25,6.0606060606060606,The error appeared in a warrant., the error appeared in a warrant
p343_282,0.0,0.0,9.523809523809524,9.090909090909092,Everything is so new., everything is so new
p343_283,0.0,0.0,6.25,6.0606060606060606,It may take time to get it back., it may take time to get it back
p343_284,0.0,0.0,6.451612903225806,6.25,Would they work together again?, would they work together again
p343_285,0.0,0.0,0.0,0.0,I can feel the sound inside., I can feel the sound inside.
p343_286,0.0,0.0,0.0,0.0,The answer is yes., The answer is yes.
p343_287,0.0,0.0,3.0303030303030303,2.941176470588235,I believe in debate and dialogue., I believe in debate and dialogue
p343_288,0.0,0.0,0.0,0.0,The second aspect was the fear of failure., The second aspect was the fear of failure.
p343_289,0.0,0.0,7.6923076923076925,7.4074074074074066,That is a personal matter., that is a personal matter
p343_290,0.0,0.0,4.651162790697675,4.545454545454546,The princess has had other health problems., the princess has had other health problems
p343_291,0.0,0.0,2.4390243902439024,2.380952380952381,I would rather say nothing at the moment., I would rather say nothing at the moment
p343_292,0.0,0.0,9.523809523809524,9.090909090909092,The clarity is vital., the clarity is vital
p343_293,0.0,0.0,3.3333333333333335,3.225806451612903,I could not sit in the stands., I could not sit in the stands
p343_294,0.0,0.0,7.6923076923076925,7.4074074074074066,He had a decision to make., he had a decision to make
p343_295,0.0,0.0,0.0,0.0,Strikers like to go to the ground., Strikers like to go to the ground.
p343_296,0.0,0.0,0.0,0.0,It makes no influence on the public., It makes no influence on the public.
p343_297,50.0,40.0,52.38095238095239,40.74074074074074,It's ahead of Labour., it's a head of labour
p343_298,0.0,0.0,4.3478260869565215,4.166666666666666,It's the whole package., It's the whole package
p343_299,0.0,0.0,0.0,0.0,I was totally wrong., I was totally wrong.
p343_300,0.0,0.0,9.523809523809524,9.090909090909092,This has got to stop., this has got to stop
p343_301,0.0,0.0,0.0,0.0,It was a matter of chance., It was a matter of chance.
p343_302,0.0,0.0,4.878048780487805,4.761904761904762,There is no point of looking any further., there is no point of looking any further
p343_303,0.0,0.0,9.523809523809524,9.090909090909092,It is a real concern., it is a real concern
p343_304,0.0,0.0,0.0,0.0,Is it the flight?, Is it the flight?
p343_306,0.0,0.0,4.444444444444445,4.3478260869565215,"Strictly speaking, it shouldn't be like this."," strictly speaking, it shouldn't be like this"
p343_307,0.0,0.0,5.555555555555555,5.405405405405405,Scotland doesn't even have a target., scotland doesn't even have a target
p343_308,0.0,0.0,5.263157894736842,5.128205128205128,They really shouldn't have put it out., they really shouldn't have put it out
p343_309,0.0,0.0,0.0,0.0,A compromise is essential., A compromise is essential.
p343_310,0.0,0.0,0.0,0.0,"Last night, the company could not be contacted."," Last night, the company could not be contacted."
p343_311,0.0,0.0,8.0,7.6923076923076925,They need to be involved., they need to be involved
p343_312,0.0,0.0,9.090909090909092,8.0,It was not a cover-up., it was not a cover-up
p343_313,0.0,0.0,0.0,0.0,The children continue to talk to us., The children continue to talk to us.
p343_314,0.0,0.0,7.4074074074074066,7.142857142857142,You know the sort of thing., you know the sort of thing
p343_315,0.0,0.0,3.0303030303030303,2.941176470588235,I cannot say too much about them., I cannot say too much about them
p343_316,12.5,12.5,11.11111111111111,10.869565217391305,She went home from school and never returned., She went home from school and ever returned.
p343_317,0.0,0.0,0.0,0.0,I will work on her., I will work on her.
p343_318,0.0,0.0,13.043478260869565,12.5,We told them in August., we told them in august
p343_319,0.0,0.0,0.0,0.0,It is not easy to live in Russia., It is not easy to live in Russia.
p343_320,0.0,0.0,10.256410256410255,10.0,Green is desperate to play on The Open., green is desperate to play on the open
p343_321,0.0,0.0,0.0,0.0,What on earth is happening to rugby?, What on earth is happening to rugby?
p343_322,0.0,0.0,8.0,7.6923076923076925,It is now being examined., it is now being examined
p343_323,0.0,0.0,7.6923076923076925,7.4074074074074066,It is so out of character., it is so out of character
p343_324,0.0,0.0,5.405405405405405,5.263157894736842,Otherwise we would all pay the price., otherwise we would all pay the price
p343_325,0.0,0.0,7.6923076923076925,7.4074074074074066,Our thoughts are with her., our thoughts are with her
p343_326,0.0,0.0,10.0,9.523809523809524,"It is time, he said."," it is time, he said"
p343_327,0.0,0.0,8.333333333333332,8.0,Everyone believes in it., everyone believes in it
p343_328,0.0,0.0,8.333333333333332,8.0,We must learn to finish., we must learn to finish
p343_331,0.0,0.0,47.05882352941176,36.36363636363637,He was a one off., he was a one-off
p343_332,0.0,0.0,6.896551724137931,6.666666666666667,That should give me a chance., that should give me a chance
p343_333,0.0,0.0,4.081632653061225,3.8461538461538463,Maybe full-time referees will provide the answer., maybe full-time referees will provide the answer
p343_334,0.0,0.0,9.523809523809524,9.090909090909092,It is my last chance., it is my last chance
p343_335,0.0,0.0,6.896551724137931,6.666666666666667,We played them off the pitch., we played them off the pitch
p343_336,12.5,12.5,13.333333333333334,13.043478260869565,The service from the other players was super., the service on the other players was super
p343_337,0.0,0.0,3.8461538461538463,3.7735849056603774,That fight begins today for the freedom and liberty., that fight begins today for the freedom and liberty
p343_338,0.0,0.0,9.090909090909092,8.695652173913043,He didn't let me down., he didn't let me down
p343_339,0.0,0.0,9.523809523809524,9.090909090909092,You have been warned., you have been warned
p343_340,33.33333333333333,33.33333333333333,22.857142857142858,20.0,We're not comparing like with like., we are not comparing like with like
p343_341,0.0,0.0,2.7777777777777777,2.7027027027027026,I started on fire a couple of times., I started on fire a couple of times
p343_342,0.0,0.0,6.976744186046512,6.8181818181818175,The Shadow Chancellor is always on holiday., The shadow chancellor is always on holiday
p343_343,0.0,0.0,5.405405405405405,5.263157894736842,"It wasn't good, but we'll get better."," it wasn't good, but we'll get better"
p343_344,0.0,0.0,6.25,6.0606060606060606,They will be up for it for sure., they will be up for it for sure
p343_345,0.0,0.0,10.526315789473683,10.0,So you let me know., so you let me know
p343_346,0.0,0.0,5.128205128205128,5.0,"He, too, was unlucky not to get a goal.", He too was unlucky not to get a goal.
p343_347,50.0,42.857142857142854,78.125,58.139534883720934,That will just be the beginning., that will be just the beginning
p343_348,0.0,0.0,6.896551724137931,6.666666666666667,No one can say that about me., no one can say that about me
p343_349,0.0,0.0,5.128205128205128,5.0,That had not happened on this occasion., that had not happened on this occasion
p343_350,0.0,0.0,0.0,0.0,"After that time, the market itself will set the prices."," After that time, the market itself will set the prices."
p343_351,0.0,0.0,0.0,0.0,"As a nation, we must become more active."," As a nation, we must become more active."
p343_352,0.0,0.0,0.0,0.0,"At the moment, Michael is in a class of his own."," At the moment, Michael is in a class of his own."
p343_353,0.0,0.0,8.333333333333332,8.0,It is safe in our hands., it is safe in our hands
p343_354,0.0,0.0,15.625,15.151515151515152,HARRY Potter has lost his magic., Harry Potter has lost his magic!
p343_355,14.285714285714285,14.285714285714285,17.24137931034483,16.666666666666664,We will need to look at that., we all need to look at that
p343_356,0.0,0.0,7.6923076923076925,7.5,It comes down to the police in England., it comes down to the police in england
p343_357,0.0,0.0,0.0,0.0,Tenants will be unable to defend themselves., Tenants will be unable to defend themselves.
p343_358,0.0,0.0,13.333333333333334,12.5,It is a gamble., it is a gamble
p343_359,0.0,0.0,0.0,0.0,"I expected a victory, the pain is enormous."," I expected a victory, the pain is enormous."
p343_360,0.0,0.0,0.0,0.0,The tribunal continues today., The tribunal continues today.
p343_361,0.0,0.0,4.651162790697675,4.545454545454546,These things have not happened by accident., these things have not happened by accident
p343_362,0.0,0.0,8.16326530612245,8.0,"So far, the scheme has not been used in Scotland.", so far the scheme has not been used in scotland
p343_363,0.0,0.0,4.761904761904762,4.651162790697675,"Sure, that already happens in New Zealand."," sure, that already happens in New Zealand"
p343_364,40.0,33.33333333333333,21.428571428571427,18.75,There's a hint of classical., there is a hint of classical
p343_365,0.0,0.0,5.263157894736842,5.128205128205128,We had to take action to protect them., we had to take action to protect them
p343_366,0.0,0.0,5.0,4.878048780487805,Surely they were on a hiding to nothing., surely they were on a hiding to nothing
p343_367,0.0,0.0,0.0,0.0,"In the end, however, it all came together."," In the end, however, it all came together."
p343_368,0.0,0.0,0.0,0.0,He is a visionary., He is a visionary.
p343_369,14.285714285714285,12.5,15.384615384615385,13.333333333333334,The warning was lifted late last night., the warning mail was lifted late last night
p343_370,0.0,0.0,3.8461538461538463,3.7037037037037033,There is always the smell., There is always the smell
p343_371,0.0,0.0,0.0,0.0,I have to take some of the blame., I have to take some of the blame.
p343_372,0.0,0.0,5.714285714285714,5.555555555555555,And if he hasn't become a musician?, and if he hasn't become a musician
p343_374,0.0,0.0,3.4482758620689653,3.3333333333333335,He is lying to save his skin., He is lying to save his skin
p343_375,0.0,0.0,6.896551724137931,6.666666666666667,You have to do your research., you have to do your research
p343_376,0.0,0.0,5.555555555555555,5.454545454545454,"He really has everything, including a beautiful swing.", he really has everything including a beautiful swing
p343_377,0.0,0.0,7.6923076923076925,7.4074074074074066,He took away my childhood., he took away my childhood
p343_378,0.0,0.0,3.4482758620689653,3.3333333333333335,I have spoken to the skipper., I have spoken to the skipper
p343_379,0.0,0.0,9.523809523809524,9.090909090909092,The call was ignored., the call was ignored
p343_381,0.0,0.0,0.0,0.0,"It has happened, and that is the end of the story."," It has happened, and that is the end of the story."
p343_382,12.5,12.5,12.195121951219512,11.904761904761903,"We don't do this for everyone, of course.", we dont do this for everyone of course
p343_383,0.0,0.0,6.896551724137931,6.666666666666667,And there is another problem., and there is another problem
p343_384,0.0,0.0,10.526315789473683,10.0,That is the theory., that is the theory
p343_385,0.0,0.0,0.0,0.0,It almost certainly is., It almost certainly is.
p343_386,0.0,0.0,5.263157894736842,5.128205128205128,They will have five minutes to decide., they will have five minutes to decide
p343_387,0.0,0.0,9.090909090909092,8.695652173913043,Because it's a secret., because it's a secret
p343_388,0.0,0.0,4.761904761904762,4.651162790697675,My wife and family are the support system., my wife and family are the support system
p343_389,0.0,0.0,7.6923076923076925,7.4074074074074066,The body follows the mind., the body follows the mind
p343_390,0.0,0.0,0.0,0.0,"I've done nothing wrong, and that's the truth."," I've done nothing wrong, and that's the truth."
p343_391,0.0,0.0,7.6923076923076925,7.4074074074074066,They are there to help us., they are there to help us
p343_392,0.0,0.0,0.0,0.0,It just isn't a defining issue for them., It just isn't a defining issue for them.
p343_393,0.0,0.0,12.5,11.76470588235294,You take a risk., you take a risk
p343_394,0.0,0.0,11.76470588235294,11.11111111111111,"Which he is, too."," which he is, too"
p343_395,0.0,0.0,6.0606060606060606,5.88235294117647,Each one is as good as the other., each one is as good as the other
p343_396,50.0,40.0,95.65217391304348,64.70588235294117,"Sub Not Used, McArthur.", sub not used to mccarthur
p343_397,0.0,0.0,3.3333333333333335,3.225806451612903,I have hardly any commitments., I have hardly any commitments
p343_398,0.0,0.0,10.0,9.523809523809524,There is no formula., there is no formula
p343_399,12.5,12.5,6.521739130434782,6.382978723404255,"The role was a knockout, but really difficult."," the rule was a knockout, but really difficult"
p343_400,0.0,0.0,3.4482758620689653,3.3333333333333335,I love the feel of the place., I love the feel of the place
