name,wer,wer_n,cer,cer_n,transcription,prediction
p363_270,28.57142857142857,28.57142857142857,47.368421052631575,41.86046511627907,"However, that is not in itself enough."," However, that is not itself enough"
p363_271,0.0,0.0,5.555555555555555,5.405405405405405,That should not be their conclusion., that should not be their conclusion
p363_272,40.0,33.33333333333333,29.166666666666668,24.137931034482758,We're going to fight it., We are going to fight it
p363_273,0.0,0.0,10.0,9.523809523809524,The plot is minimal., the plot is minimal
p363_274,0.0,0.0,4.545454545454546,4.444444444444445,His funeral is not expected until next week., his funeral is not expected until next week
p363_275,0.0,0.0,4.3478260869565215,4.166666666666666,Now we have had enough., Now we have had enough
p363_276,0.0,0.0,5.263157894736842,5.0,Can you believe it?, can you believe it?
p363_277,0.0,0.0,4.545454545454546,4.444444444444445,He is certainly not looking for another job., he is certainly not looking for another job
p363_278,0.0,0.0,5.714285714285714,5.555555555555555,I have a problem with these things., i have a problem with these things
p363_280,0.0,0.0,10.526315789473683,10.0,The gap is closing., the gap is closing
p363_281,0.0,0.0,6.896551724137931,6.666666666666667,Then there was her childhood., then there was her childhood
p363_282,0.0,0.0,6.666666666666667,6.451612903225806,Other people had looked at it., other people had looked at it
p363_283,0.0,0.0,7.6923076923076925,7.4074074074074066,And the other winners are., and the other winners are
p363_284,40.0,40.0,38.095238095238095,36.36363636363637,It was quite a sight., it is quite a side
p363_285,16.666666666666664,16.666666666666664,19.230769230769234,18.51851851851852,But he was far from alone., but he is far from alone
p363_286,0.0,0.0,2.7777777777777777,2.7027027027027026,We have got no money to go anywhere., We have got no money to go anywhere
p363_287,0.0,0.0,4.878048780487805,4.761904761904762,I believe he could have turned it around., i believe he could have turned it around
p363_288,16.666666666666664,16.666666666666664,15.625,15.151515151515152,The Believer isn't just a movie., the believer isnt just a movie
p363_289,0.0,0.0,4.3478260869565215,4.166666666666666,You are looking at him., You are looking at him
p363_290,25.0,25.0,27.77777777777778,26.31578947368421,The best team won., the best team one
p363_291,11.11111111111111,12.5,37.77777777777778,32.69230769230769,"It being the weekend, there was no-one there.","it being the weekend, there is no one there"
p363_292,0.0,0.0,6.25,6.0606060606060606,It was an achievement all right., it was an achievement all right
p363_293,12.5,12.5,9.523809523809524,9.090909090909092,They think that it matters but it doesn't.," They think that it matters, but it doesnt"
p363_294,0.0,0.0,5.714285714285714,5.555555555555555,He was pronounced dead in hospital., he was pronounced dead in hospital
p363_295,0.0,0.0,10.526315789473683,10.0,It should be equal., it should be equal
p363_296,0.0,0.0,6.666666666666667,6.451612903225806,It will make a big difference., it will make a big difference
p363_297,0.0,0.0,7.142857142857142,6.896551724137931,I want to make a difference., i want to make a difference
p363_298,12.5,12.5,7.6923076923076925,7.5,What was the cause of all this outrage?, What is the cause of all this outrage?
p363_299,14.285714285714285,14.285714285714285,9.090909090909092,8.823529411764707,He will have it within two weeks., it will have it within two weeks
p363_300,0.0,0.0,0.0,0.0,How do you feel?, How do you feel?
p363_301,0.0,0.0,5.88235294117647,5.714285714285714,It is a terrible state of affairs., it is a terrible state of affairs
p363_302,12.5,12.5,15.151515151515152,14.705882352941178,It was not the right time for me., it is not the right time for me
p363_303,0.0,0.0,8.333333333333332,8.0,But they have the sound., but they have the sound
p363_304,0.0,0.0,7.4074074074074066,7.142857142857142,Not all women are dismayed., not all women are dismayed
p363_305,0.0,0.0,5.405405405405405,5.263157894736842,There will have to be a full inquiry., there will have to be a full inquiry
p363_306,0.0,0.0,10.714285714285714,10.344827586206897,It is not just in Edinburgh., it is not just in edinburgh
p363_307,25.0,25.0,14.814814814814813,14.285714285714285,It's never happened before.,its never happened before
p363_308,20.0,20.0,19.230769230769234,18.51851851851852,It was a deeper deception., it is a deeper deception
p363_309,0.0,0.0,2.5,2.4390243902439024,Norton was delighted with his successes., Norton was delighted with his successes
p363_310,0.0,0.0,5.263157894736842,5.128205128205128,"The figures are bad, but not that bad."," the figures are bad, but not that bad"
p363_311,0.0,0.0,7.142857142857142,6.896551724137931,There is another side to it.,there is another side to it
p363_312,0.0,0.0,9.090909090909092,8.695652173913043,His remit is specific.,his remit is specific
p363_313,28.57142857142857,28.57142857142857,23.684210526315788,21.428571428571427,It will be very damaging for research., it'll be very damaging for research
p363_314,25.0,25.0,18.181818181818183,17.391304347826086,I'm a bit overwhelmed.,im a bit overwhelmed
p363_315,0.0,0.0,16.0,15.384615384615385,The Old Firm are growing., the old firm are growing
p363_316,0.0,0.0,3.7037037037037033,3.571428571428571,They want to win the title., They want to win the title
p363_317,0.0,0.0,4.878048780487805,4.761904761904762,Her concerns were not without foundation., her concerns were not without foundation
p363_318,0.0,0.0,8.0,7.6923076923076925,This decision is a farce., this decision is a farce
p363_319,0.0,0.0,4.651162790697675,4.545454545454546,That would be the constructive way forward., that would be the constructive way forward
p363_320,16.666666666666664,16.666666666666664,5.714285714285714,5.555555555555555,My view has now completely changed., My view has no completely changed
p363_321,0.0,0.0,6.451612903225806,6.25,It was blown out of proportion., it was blown out of proportion
p363_322,0.0,0.0,2.380952380952381,2.3255813953488373,You have no chance of planning permission., You have no chance of planning permission
p363_323,16.666666666666664,16.666666666666664,22.22222222222222,21.62162162162162,That is taking place in Strathclyde., that is taking place in strongclad
p363_324,0.0,0.0,11.76470588235294,11.11111111111111,He was in a mood., he was in a mood
p363_325,20.0,20.0,13.333333333333334,12.903225806451612,Was this element always there?, Was his element always there?
p363_326,0.0,0.0,6.666666666666667,6.451612903225806,This is an awful lot of money., this is an awful lot of money
p363_327,0.0,0.0,9.523809523809524,9.090909090909092,He was the architect., he was the architect
p363_328,0.0,0.0,14.285714285714285,13.793103448275861,The United Nations must act., the united nations must act
p363_329,20.0,20.0,12.5,12.0,They haven't got a hope., They havent got a hope
p363_330,20.0,20.0,14.814814814814813,14.285714285714285,He was a national treasure., he was a national pressure
p363_331,12.5,12.5,7.6923076923076925,7.5,I think they are right to be impatient., i think the are right to be impatient
p363_332,0.0,0.0,5.263157894736842,5.0,We need to regroup., We need to regroup
p363_333,0.0,0.0,8.695652173913043,8.333333333333332,I must make that clear., i must make that clear
p363_334,0.0,0.0,4.081632653061225,4.0,The board is currently resolving its differences., the board is currently resolving its differences
p363_335,20.0,20.0,15.151515151515152,14.705882352941178,I've never regretted coming here.,ive never regretted coming here
p363_336,9.090909090909092,9.090909090909092,19.148936170212767,18.75,"He is in a lot of pain, it is very distressing."," he is in a lot of pain, it is very distancing"
p363_337,0.0,0.0,8.333333333333332,8.0,I just had to go for it., i just had to go for it
p363_338,0.0,0.0,8.0,7.6923076923076925,It seems to go down well., it seems to go down well
p363_339,25.0,25.0,15.151515151515152,14.285714285714285,I am feeling on top of the world., am feeling on top of the world
p363_341,50.0,50.0,42.857142857142854,40.909090909090914,"I don't know, really."," i dont no, really"
p363_343,0.0,0.0,7.142857142857142,6.896551724137931,Therefore there is a threat., therefore there is a threat
p363_344,0.0,0.0,11.11111111111111,10.526315789473683,She would love it., she would love it
p363_345,0.0,0.0,7.6923076923076925,7.4074074074074066,One was taken to hospital., one was taken to hospital
p363_346,0.0,0.0,5.263157894736842,5.0,You did not see it., You did not see it
p363_347,20.0,20.0,21.73913043478261,20.833333333333336,Gritty he did not want., gridie he did not want
p363_348,0.0,0.0,5.555555555555555,5.405405405405405,The world is being invited to visit., the world is being invited to visit
p363_349,0.0,0.0,3.8461538461538463,3.7037037037037033,Nobody was able to escape., Nobody was able to escape
p363_350,0.0,0.0,4.0,3.8461538461538463,Surely the answer is yes., Surely the answer is yes
p363_351,0.0,0.0,2.4390243902439024,2.380952380952381,"Secondly, there is the question of money."," Secondly, there is the question of money"
p363_352,25.0,25.0,13.636363636363635,13.043478260869565,He was later deported., he was later reported
p363_353,0.0,0.0,5.128205128205128,5.0,I only found out about it this morning., i only found out about it this morning
p363_354,0.0,0.0,14.285714285714285,13.333333333333334,I am not sure., i am not sure
p363_355,0.0,0.0,5.714285714285714,5.555555555555555,One might think that it is a power., one might think that it is a power
p363_356,0.0,0.0,7.6923076923076925,7.4074074074074066,This place is outstanding., this place is outstanding
p363_357,42.857142857142854,42.857142857142854,26.47058823529412,23.684210526315788,Obviously we want to stop the rot.," Obviously, we want the stop to right"
p363_358,0.0,0.0,11.76470588235294,11.11111111111111,But it is a fact., but it is a fact
p363_359,25.0,22.22222222222222,17.5,14.583333333333334,They never seem to do anything about it., They have never seemed to do anything about it
p363_360,50.0,40.0,33.33333333333333,26.923076923076923,We're going to sleep., We are going to sleep
p363_361,0.0,0.0,5.88235294117647,5.714285714285714,It raises a serious question mark., it raises a serious question mark
p363_362,25.0,22.22222222222222,22.727272727272727,19.607843137254903,The work with Alison was a great experience., the work with ali-son was a great experience
p363_363,25.0,25.0,29.411764705882355,27.77777777777778,It was great fun., it is great fun
p363_364,0.0,0.0,2.7027027027027026,2.631578947368421,Experience in this work is paramount., Experience in this work is paramount
p363_365,12.5,12.5,6.0,5.88235294117647,It has certainly not been an enjoyable experience., it has certainly not been in enjoyable experience
p363_366,0.0,0.0,6.451612903225806,6.25,"It is not needed, it should go."," it is not needed, it should go"
p363_367,0.0,0.0,4.878048780487805,4.761904761904762,She had not suffered any physical injury., she had not suffered any physical injury
p363_368,0.0,0.0,3.8461538461538463,3.7037037037037033,We have a business to run., We have a business to run
p363_369,0.0,0.0,2.4390243902439024,2.380952380952381,We have been overwhelmed by the response., We have been overwhelmed by the response
p363_370,0.0,0.0,9.523809523809524,9.090909090909092,And there are others., and there are others
p363_371,14.285714285714285,14.285714285714285,11.11111111111111,10.81081081081081,"However, it was well worth the wait."," However, it is well worth the wait"
p363_372,0.0,0.0,10.0,9.523809523809524,I think we did well., i think we did well
p363_373,20.0,16.666666666666664,50.0,37.83783783783784,Only two things are certain., Only two things are for certain
p363_374,0.0,0.0,8.0,7.6923076923076925,There is nothing to fear., there is nothing to fear
p363_375,0.0,0.0,8.333333333333332,8.0,Just look at his record., just look at his record
p363_376,0.0,0.0,12.5,11.76470588235294,He was a legend., he was a legend
p363_377,0.0,0.0,11.76470588235294,11.11111111111111,It is a memorial., it is a memorial
p363_378,0.0,0.0,10.526315789473683,10.0,I have no evidence., i have no evidence
p363_379,0.0,0.0,10.0,9.090909090909092,But is he?, but is he?
p363_380,0.0,0.0,2.564102564102564,2.5,We were very unhappy with the incident., We were very unhappy with the incident
p363_381,0.0,0.0,6.666666666666667,6.451612903225806,The challenge is to win a cup., the challenge is to win a cup
p363_382,0.0,0.0,5.263157894736842,5.128205128205128,It is something that we would support., it is something that we would support
p363_383,12.5,12.5,12.82051282051282,12.5,It was a double tragedy for the family., it is a double tragedy for the family
p363_384,0.0,0.0,6.25,5.88235294117647,We are in shock., We are in shock
p363_385,0,0,4.545454545454546,4.3478260869565215,Does it really matter?,does it really matter?
p363_386,22.22222222222222,22.22222222222222,91.17647058823529,63.26530612244898,I loved it - and so did my friend.," i loved it, and so did my friend"
p363_387,0.0,0.0,6.896551724137931,6.666666666666667,A decision is expected today., a decision is expected today
p363_388,0.0,0.0,11.76470588235294,11.11111111111111,I am enjoying it., i am enjoying it
p363_389,0.0,0.0,6.451612903225806,6.25,It wasn't very pretty to watch., it wasn't very pretty to watch
p363_390,0.0,0.0,4.545454545454546,4.3478260869565215,You have to go for it., You have to go for it
p363_391,0.0,0.0,5.555555555555555,5.263157894736842,Are these immoral?, are these immoral?
p363_392,0.0,0.0,6.666666666666667,6.451612903225806,It has been a massive success., it has been a massive success
p363_393,0.0,0.0,7.6923076923076925,7.4074074074074066,It is for the same reason., it is for the same reason
p363_394,0.0,0.0,5.405405405405405,5.263157894736842,The whole thing has been a nightmare., the whole thing has been a nightmare
p363_395,25.0,25.0,12.195121951219512,11.627906976744185,Players are fighting to stay in the team., Players are fighting to stand the team
p363_396,16.666666666666664,16.666666666666664,16.666666666666664,15.625,He will have something to say., he will have something to share
p363_397,20.0,20.0,12.5,12.0,You can't take a chance., You cant take a chance
p363_398,12.5,12.5,8.51063829787234,8.333333333333332,I'm really looking forward to seeing the fight.,im really looking forward to seeing the fight
p363_399,0.0,0.0,8.0,7.6923076923076925,There is a lack of logic.,there is a lack of logic
p363_401,0.0,0.0,5.0,4.878048780487805,We are about to have our own Parliament., We are about to have our own parliament
p363_402,0.0,0.0,8.333333333333332,8.108108108108109,I am desperate to play for Scotland., i am desperate to play for scotland
p363_403,0.0,0.0,9.523809523809524,9.090909090909092,It is a large number.,it is a large number
p363_404,33.33333333333333,33.33333333333333,25.0,24.242424242424242,She doesn't know where to begin., she doesnt no where to begin
p363_405,0.0,0.0,10.0,9.523809523809524,This is your chance., this is your chance
p363_406,28.57142857142857,25.0,17.142857142857142,15.384615384615385,I'm not allowed to speak to anyone., i am not allowed to speak to anyone
p363_407,40.0,40.0,20.689655172413794,20.0,There's nothing she can't do., theres nothing she cant do
p363_408,0.0,0.0,7.317073170731707,7.142857142857142,Nicolson is no stranger to the Highlands.,nicolson is no stranger to the highlands
p363_409,12.5,12.5,12.195121951219512,11.904761904761903,I'd love the chance to play for Scotland.,id love the chance to play for scotland
p363_410,0.0,0.0,4.651162790697675,4.444444444444445,Clearly the impact is going to be negative.," Clearly, the impact is going to be negative"
p363_411,0.0,0.0,14.285714285714285,13.636363636363635,He died in September., he died in september
p363_412,16.666666666666664,16.666666666666664,13.793103448275861,13.333333333333334,It was not even this century., it was not even the century
p363_413,0.0,0.0,9.090909090909092,8.695652173913043,That was really tough., that was really tough
p363_414,14.285714285714285,14.285714285714285,11.11111111111111,10.81081081081081,It's not going to last five minutes.,its not going to last five minutes
p363_415,0.0,0.0,8.333333333333332,8.0,I am happy with my form., i am happy with my form
p363_416,14.285714285714285,14.285714285714285,11.11111111111111,10.81081081081081,"That's the name of the game, though."," thats the name of the game, though"
p363_417,0.0,0.0,2.631578947368421,2.564102564102564,With him are the symbols of his faith., With him are the symbols of his faith
p363_418,0.0,0.0,5.405405405405405,5.263157894736842,"Overall, it has certainly worked out."," overall, it has certainly worked out"
p363_419,0.0,0.0,9.090909090909092,8.695652173913043,This is actually true., this is actually true
p363_420,0.0,0.0,7.142857142857142,6.896551724137931,Both were reduced to rubble., both were reduced to rubble
p363_421,0.0,0.0,5.128205128205128,5.0,It could have taken another two months., it could have taken another two months
p363_422,0.0,0.0,4.878048780487805,4.761904761904762,"Hopefully, the answer is in the positive.", Hopefully the answer is in the positive
p363_423,0.0,0.0,5.0,4.878048780487805,He said he had no reports of casualties., he said he had no reports of casualties
